Area,Size,Year,Month,Price
Kyungbuk,> 102,2020,12,3730
Kyungbuk,> 102,2021,1,3730
Kyungbuk,> 102,2021,2,3730
Kyungbuk,> 102,2021,3,3730
Kangwon,> 102,2021,6,3731
Jeonnam,> 102,2022,1,3735
Busan,> 102,2015,11,3739
Busan,> 102,2015,12,3739
Sejong,> 102,2021,10,3741
Sejong,> 102,2021,11,3741
Kangwon,> 102,2021,4,3742
Jeonnam,> 102,2021,12,3750
Chungnam,> 102,2022,5,3754
Chungnam,> 102,2022,6,3754
Daegu,> 102,2017,11,3777
Busan,> 102,2018,8,3783
Kangwon,> 102,2021,3,3787
Kangwon,> 102,2022,5,3810
Busan,> 102,2016,1,3812
Busan,> 102,2016,2,3812
Kangwon,> 102,2022,4,3812
Chungnam,> 102,2022,8,3815
Chungnam,> 102,2022,9,3815
Busan,> 102,2017,6,3818
Kyungbuk,> 102,2021,4,3829
Kyungbuk,> 102,2021,5,3829
Kyungbuk,> 102,2021,6,3829
Kyungbuk,> 102,2021,7,3829
Kyungbuk,> 102,2021,8,3829
Jeju,> 102,2017,4,3830
Busan,> 102,2018,3,3830
Busan,> 102,2018,4,3830
Busan,> 102,2016,10,3840
Busan,> 102,2016,11,3840
Busan,> 102,2018,5,3840
Busan,> 102,2018,6,3844
Chungnam,> 102,2022,11,3849
Chungnam,> 102,2022,12,3849
Gyeonggi,> 102,2015,12,3850
Gyeonggi,> 102,2016,1,3850
Chungnam,> 102,2022,10,3854
Kangwon,> 102,2021,5,3856
Jeonbuk,> 102,2024,5,3858
Jeonbuk,> 102,2024,6,3858
Chungnam,> 102,2023,6,3868
Chungnam,> 102,2023,7,3868
Busan,> 102,2017,12,3869
Busan,> 102,2018,1,3869
Busan,> 102,2018,2,3869
Jeonnam,> 102,2020,10,3873
Busan,> 102,2016,7,3874
Busan,> 102,2016,8,3874
Busan,> 102,2016,9,3874
Busan,> 102,2018,7,3875
Kyungnam,> 102,2022,6,3875
Chungbuk,> 102,2023,12,3875
Chungbuk,> 102,2024,1,3875
Kangwon,> 102,2022,3,3876
Chungnam,> 102,2023,1,3880
Chungnam,> 102,2023,2,3880
Chungnam,> 102,2023,3,3880
Chungnam,> 102,2023,4,3880
Busan,> 102,2017,11,3883
Kyungbuk,> 102,2022,10,3884
Busan,> 102,2020,10,3887
Kyungbuk,> 102,2022,9,3887
Chungnam,> 102,2023,5,3889
Kangwon,> 102,2020,1,3891
Kangwon,> 102,2020,2,3906
Kangwon,> 102,2020,3,3906
Chungnam,> 102,2022,7,3907
Chungbuk,> 102,2024,2,3909
Chungbuk,> 102,2024,3,3909
Kyungbuk,> 102,2022,11,3913
Kyungbuk,> 102,2023,12,3924
Kyungbuk,> 102,2021,11,3925
Kyungnam,> 102,2022,11,3927
Busan,> 102,2017,5,3928
Kyungnam,> 102,2022,7,3928
Busan,> 102,2017,3,3931
Busan,> 102,2017,4,3931
Sejong,> 102,2019,4,3931
Sejong,> 102,2019,5,3931
Sejong,> 102,2019,6,3931
Sejong,> 102,2019,7,3931
Sejong,> 102,2019,8,3931
Sejong,> 102,2019,9,3931
Sejong,> 102,2019,10,3931
Sejong,> 102,2019,11,3931
Sejong,> 102,2019,12,3931
Sejong,> 102,2020,1,3931
Sejong,> 102,2020,2,3931
Sejong,> 102,2020,3,3931
Kyungnam,> 102,2022,10,3934
Kangwon,> 102,2020,9,3936
Kangwon,> 102,2020,10,3936
Kangwon,> 102,2020,11,3936
Kyungnam,> 102,2022,8,3936
Kyungbuk,> 102,2021,10,3937
Kyungnam,> 102,2022,12,3940
Kyungnam,> 102,2023,1,3940
Kyungnam,> 102,2023,2,3940
Kyungbuk,> 102,2021,9,3943
Busan,> 102,2020,11,3947
Busan,> 102,2020,12,3947
Busan,> 102,2021,1,3947
Busan,> 102,2021,2,3947
Busan,> 102,2021,3,3947
Busan,> 102,2021,4,3947
Jeonbuk,> 102,2024,4,3947
Daegu,> 102,2018,11,3949
Daejeon,> 102,2022,4,3950
Daejeon,> 102,2022,5,3950
Daejeon,> 102,2022,6,3950
Daejeon,> 102,2022,7,3950
Daejeon,> 102,2022,8,3950
Daejeon,> 102,2022,9,3950
Gyeonggi,> 102,2016,5,3956
Chungbuk,> 102,2024,6,3960
Daegu,> 102,2018,9,3961
Kyungnam,> 102,2022,4,3963
Kyungnam,> 102,2022,5,3963
Jeonbuk,> 102,2024,2,3965
Kyungnam,> 102,2022,9,3969
Chungnam,> 102,2023,10,3990
Kyungbuk,> 102,2020,11,3991
Gyeonggi,> 102,2017,10,4009
Chungbuk,> 102,2024,4,4012
Chungbuk,> 102,2024,5,4012
Daegu,> 102,2018,12,4019
Busan,> 102,2020,8,4020
Busan,> 102,2020,9,4020
Kyungnam,> 102,2023,3,4022
Gyeonggi,> 102,2017,11,4027
Kyungbuk,> 102,2021,12,4030
Kyungbuk,> 102,2022,1,4030
Kyungbuk,> 102,2022,2,4030
Kyungbuk,> 102,2022,3,4030
Kyungbuk,> 102,2022,4,4030
Kyungbuk,> 102,2022,5,4030
Chungnam,> 102,2023,8,4031
Chungnam,> 102,2023,9,4031
Gyeonggi,> 102,2017,8,4037
Daegu,> 102,2018,7,4040
Daegu,> 102,2018,8,4040
Gyeonggi,> 102,2017,5,4045
Gyeonggi,> 102,2017,9,4045
Gyeonggi,> 102,2016,8,4046
Kyungbuk,> 102,2022,12,4050
Kyungbuk,> 102,2023,1,4050
Kyungbuk,> 102,2023,2,4050
Kyungbuk,> 102,2023,3,4050
Kyungbuk,> 102,2023,4,4050
Kyungbuk,> 102,2023,5,4050
Gyeonggi,> 102,2017,6,4052
Incheon,> 102,2017,6,4055
Jeonbuk,> 102,2024,3,4056
Gyeonggi,> 102,2017,7,4065
Daegu,> 102,2019,1,4067
Daegu,> 102,2019,2,4067
Daegu,> 102,2019,3,4067
Kyungbuk,> 102,2023,9,4071
Kyungbuk,> 102,2023,10,4071
Gyeonggi,> 102,2016,6,4073
Daegu,> 102,2017,9,4073
Daegu,> 102,2017,10,4073
Chungnam,> 102,2024,6,4075
Busan,> 102,2021,5,4078
Gyeonggi,> 102,2016,9,4079
Kyungnam,> 102,2023,4,4079
Kyungnam,> 102,2023,5,4079
Daegu,> 102,2019,4,4087
Chungnam,> 102,2024,5,4097
Kangwon,> 102,2020,7,4112
Kangwon,> 102,2020,8,4112
Gyeonggi,> 102,2016,7,4124
Gwangju,> 102,2020,5,4128
Gyeonggi,> 102,2017,12,4131
Busan,> 102,2020,6,4131
Kangwon,> 102,2021,2,4132
Busan,> 102,2020,7,4135
Daegu,> 102,2018,10,4138
Gwangju,> 102,2019,7,4159
Gwangju,> 102,2019,8,4159
Gwangju,> 102,2019,9,4159
Gwangju,> 102,2019,10,4159
Busan,> 102,2018,9,4173
Incheon,> 102,2016,5,4192
Incheon,> 102,2016,10,4201
Incheon,> 102,2016,11,4201
Incheon,> 102,2016,12,4201
Incheon,> 102,2017,1,4201
Incheon,> 102,2017,2,4201
Incheon,> 102,2017,3,4201
Incheon,> 102,2017,4,4201
Kangwon,> 102,2020,4,4208
Kangwon,> 102,2020,5,4208
Kangwon,> 102,2020,6,4208
Kyungbuk,> 102,2023,6,4208
Busan,> 102,2016,12,4214
Busan,> 102,2017,1,4214
Busan,> 102,2017,2,4214
Busan,> 102,2020,5,4218
Gyeonggi,> 102,2016,10,4219
Gyeonggi,> 102,2016,12,4229
Gyeonggi,> 102,2017,1,4229
Gyeonggi,> 102,2016,11,4230
Gwangju,> 102,2019,11,4246
Incheon,> 102,2017,5,4256
Kangwon,> 102,2022,6,4258
Kangwon,> 102,2022,12,4262
Kangwon,> 102,2023,1,4262
Kangwon,> 102,2023,2,4262
Kangwon,> 102,2023,3,4262
Kangwon,> 102,2022,11,4264
Kangwon,> 102,2023,4,4265
Kangwon,> 102,2023,5,4265
Kangwon,> 102,2022,10,4266
Gyeonggi,> 102,2017,4,4273
Kangwon,> 102,2020,12,4273
Kangwon,> 102,2021,1,4273
Gwangju,> 102,2020,6,4281
Kyungbuk,> 102,2023,11,4281
Gyeonggi,> 102,2020,8,4282
Kyungbuk,> 102,2024,1,4288
Busan,> 102,2018,11,4293
Busan,> 102,2018,12,4293
Busan,> 102,2019,1,4293
Busan,> 102,2019,2,4293
Kyungnam,> 102,2023,6,4293
Gyeonggi,> 102,2017,2,4296
Kyungbuk,> 102,2023,7,4298
Kyungbuk,> 102,2023,8,4298
Chungnam,> 102,2023,11,4301
Chungnam,> 102,2023,12,4301
Chungnam,> 102,2024,1,4301
Kyungnam,> 102,2019,3,4303
Kyungnam,> 102,2019,4,4303
Kyungnam,> 102,2019,5,4303
Kyungnam,> 102,2019,6,4303
Kyungnam,> 102,2019,7,4303
Kyungnam,> 102,2019,8,4303
Kyungnam,> 102,2019,9,4303
Kyungnam,> 102,2019,10,4303
Kyungnam,> 102,2019,11,4303
Gwangju,> 102,2019,12,4310
Gwangju,> 102,2020,1,4310
Gwangju,> 102,2020,2,4310
Gwangju,> 102,2020,3,4310
Gwangju,> 102,2020,4,4310
Gyeonggi,> 102,2017,3,4321
Busan,> 102,2019,11,4322
Busan,> 102,2019,12,4322
Busan,> 102,2020,1,4322
Busan,> 102,2020,2,4322
Busan,> 102,2020,3,4322
Busan,> 102,2020,4,4322
Daejeon,> 102,2016,10,4328
Daejeon,> 102,2016,11,4328
Daejeon,> 102,2016,12,4328
Daejeon,> 102,2017,1,4328
Daejeon,> 102,2017,2,4328
Daejeon,> 102,2017,3,4328
Daejeon,> 102,2017,4,4328
Daejeon,> 102,2017,5,4328
Daejeon,> 102,2017,6,4328
Daejeon,> 102,2017,7,4328
Daejeon,> 102,2017,8,4328
Daejeon,> 102,2017,9,4328
Gyeonggi,> 102,2018,6,4330
Gyeonggi,> 102,2020,7,4342
Incheon,> 102,2023,2,4343
Busan,> 102,2019,3,4344
Busan,> 102,2019,4,4344
Jeonnam,> 102,2023,9,4360
Jeonnam,> 102,2023,10,4360
Jeonnam,> 102,2023,11,4360
Jeonnam,> 102,2023,12,4360
Kangwon,> 102,2023,6,4361
Gwangju,> 102,2019,6,4374
Busan,> 102,2021,10,4379
Busan,> 102,2021,11,4379
Gyeonggi,> 102,2020,5,4381
Chungnam,> 102,2024,2,4385
Chungnam,> 102,2024,3,4385
Gyeonggi,> 102,2020,9,4393
Chungnam,> 102,2024,4,4394
Kyungnam,> 102,2023,12,4396
Kyungnam,> 102,2024,1,4396
Kyungnam,> 102,2024,2,4396
Kyungnam,> 102,2024,3,4396
Kyungnam,> 102,2024,4,4396
Kyungnam,> 102,2024,5,4396
Kangwon,> 102,2022,7,4404
Kangwon,> 102,2022,8,4415
Gwangju,> 102,2020,12,4420
Gwangju,> 102,2021,1,4420
Daegu,> 102,2018,6,4430
Busan,> 102,2019,10,4433
Busan,> 102,2018,10,4434
Daegu,> 102,2019,5,4434
Incheon,> 102,2023,3,4440
Incheon,> 102,2023,4,4440
Incheon,> 102,2023,5,4440
Incheon,> 102,2023,6,4440
Incheon,> 102,2023,7,4440
Incheon,> 102,2023,8,4440
Incheon,> 102,2018,11,4455
Incheon,> 102,2018,12,4455
Incheon,> 102,2019,1,4455
Daegu,> 102,2019,6,4458
Jeonnam,> 102,2024,1,4466
Kyungnam,> 102,2023,9,4471
Kyungnam,> 102,2023,10,4471
Kyungnam,> 102,2023,11,4481
Daejeon,> 102,2019,9,4500
Daejeon,> 102,2019,10,4500
Daejeon,> 102,2019,11,4500
Daejeon,> 102,2019,12,4500
Daejeon,> 102,2020,1,4500
Daejeon,> 102,2020,2,4500
Gwangju,> 102,2020,11,4502
Daejeon,> 102,2019,3,4505
Daejeon,> 102,2019,4,4505
Daejeon,> 102,2019,5,4505
Daejeon,> 102,2019,6,4505
Daejeon,> 102,2019,7,4505
Daejeon,> 102,2019,8,4505
Kangwon,> 102,2022,9,4515
Gyeonggi,> 102,2018,5,4517
Incheon,> 102,2017,7,4518
Busan,> 102,2021,6,4518
Busan,> 102,2021,7,4518
Busan,> 102,2021,8,4518
Busan,> 102,2021,9,4518
Ulsan,> 102,2020,5,4530
Ulsan,> 102,2020,6,4530
Ulsan,> 102,2020,7,4530
Ulsan,> 102,2020,8,4530
Ulsan,> 102,2020,9,4530
Ulsan,> 102,2020,10,4530
Ulsan,> 102,2020,11,4530
Ulsan,> 102,2020,12,4530
Ulsan,> 102,2021,1,4530
Ulsan,> 102,2021,2,4530
Ulsan,> 102,2021,3,4530
Ulsan,> 102,2021,4,4530
Gyeonggi,> 102,2020,6,4536
Daegu,> 102,2018,5,4539
Gyeonggi,> 102,2021,11,4539
Busan,> 102,2019,9,4552
Jeonnam,> 102,2024,6,4552
Gyeonggi,> 102,2022,4,4556
Busan,> 102,2019,7,4558
Gwangju,> 102,2020,7,4568
Gwangju,> 102,2020,8,4568
Kyungnam,> 102,2024,6,4570
Busan,> 102,2019,6,4571
Jeonnam,> 102,2024,2,4572
Jeonnam,> 102,2024,3,4572
Jeonnam,> 102,2024,4,4572
Jeonnam,> 102,2024,5,4572
Gyeonggi,> 102,2018,7,4573
Busan,> 102,2023,4,4575
Gyeonggi,> 102,2022,3,4579
Gyeonggi,> 102,2018,4,4595
Busan,> 102,2019,8,4596
Kyungbuk,> 102,2024,2,4607
Kyungbuk,> 102,2024,3,4607
Kyungbuk,> 102,2024,4,4607
Kyungbuk,> 102,2024,5,4607
Kyungbuk,> 102,2024,6,4607
Incheon,> 102,2020,7,4615
Gwangju,> 102,2020,9,4615
Gwangju,> 102,2020,10,4615
Busan,> 102,2019,5,4623
Gyeonggi,> 102,2018,11,4627
Gyeonggi,> 102,2018,1,4632
Gyeonggi,> 102,2018,3,4641
Gyeonggi,> 102,2018,10,4647
Incheon,> 102,2023,12,4648
Incheon,> 102,2024,1,4648
Gyeonggi,> 102,2018,2,4655
Gwangju,> 102,2021,9,4668
Gwangju,> 102,2021,10,4668
Gwangju,> 102,2021,2,4670
Gwangju,> 102,2021,3,4670
Gwangju,> 102,2021,4,4670
Incheon,> 102,2023,9,4670
Gwangju,> 102,2021,8,4674
Kangwon,> 102,2023,8,4674
Incheon,> 102,2023,10,4676
Kangwon,> 102,2023,7,4689
Gyeonggi,> 102,2018,8,4692
Incheon,> 102,2020,8,4692
Incheon,> 102,2020,9,4692
Gyeonggi,> 102,2022,2,4694
Gyeonggi,> 102,2018,9,4696
Daegu,> 102,2017,4,4712
Daegu,> 102,2017,5,4712
Daegu,> 102,2017,6,4712
Daegu,> 102,2017,7,4712
Daegu,> 102,2017,8,4712
Gyeonggi,> 102,2021,12,4726
Incheon,> 102,2023,11,4734
Gwangju,> 102,2021,6,4757
Gwangju,> 102,2021,7,4757
Kangwon,> 102,2023,9,4760
Incheon,> 102,2019,11,4768
Incheon,> 102,2019,12,4768
Incheon,> 102,2020,1,4768
Daegu,> 102,2021,2,4788
Jeju,> 102,2017,5,4800
Jeju,> 102,2017,6,4800
Jeju,> 102,2017,7,4800
Jeju,> 102,2017,8,4800
Gwangju,> 102,2021,5,4802
Busan,> 102,2023,5,4804
Busan,> 102,2023,6,4804
Busan,> 102,2023,7,4804
Incheon,> 102,2019,3,4808
Incheon,> 102,2019,4,4808
Incheon,> 102,2019,5,4808
Incheon,> 102,2019,6,4808
Incheon,> 102,2019,7,4808
Daegu,> 102,2020,9,4810
Daegu,> 102,2020,8,4813
Daegu,> 102,2020,7,4814
Incheon,> 102,2020,10,4818
Daegu,> 102,2019,7,4824
Daegu,> 102,2020,6,4827
Daegu,> 102,2019,10,4830
Incheon,> 102,2017,10,4835
Incheon,> 102,2017,11,4835
Incheon,> 102,2017,12,4835
Incheon,> 102,2018,1,4835
Incheon,> 102,2018,2,4835
Incheon,> 102,2018,3,4835
Incheon,> 102,2018,4,4835
Incheon,> 102,2018,5,4835
Incheon,> 102,2019,2,4835
Incheon,> 102,2016,4,4839
Daegu,> 102,2019,8,4840
Busan,> 102,2023,2,4856
Busan,> 102,2023,3,4856
Daegu,> 102,2020,5,4860
Ulsan,> 102,2023,12,4863
Ulsan,> 102,2024,1,4863
Ulsan,> 102,2024,2,4863
Ulsan,> 102,2024,3,4863
Ulsan,> 102,2024,4,4863
Daegu,> 102,2020,10,4869
Gyeonggi,> 102,2020,10,4872
Daegu,> 102,2020,11,4875
Gyeonggi,> 102,2022,1,4876
Kyungnam,> 102,2023,7,4876
Daejeon,> 102,2018,9,4877
Daejeon,> 102,2018,10,4877
Daejeon,> 102,2018,11,4877
Daejeon,> 102,2018,12,4877
Daejeon,> 102,2019,1,4877
Daejeon,> 102,2019,2,4877
Daegu,> 102,2020,12,4877
Daegu,> 102,2021,1,4877
Gwangju,> 102,2019,5,4881
Daegu,> 102,2019,9,4881
Incheon,> 102,2020,11,4885
Gyeonggi,> 102,2022,5,4892
Gyeonggi,> 102,2021,10,4893
Gyeonggi,> 102,2022,6,4898
Daegu,> 102,2022,4,4902
Daejeon,> 102,2022,10,4906
Daejeon,> 102,2022,11,4906
Incheon,> 102,2020,12,4918
Incheon,> 102,2021,1,4918
Gyeonggi,> 102,2018,12,4925
Gyeonggi,> 102,2019,1,4931
Daegu,> 102,2021,3,4937
Daegu,> 102,2022,5,4938
Daegu,> 102,2021,7,4944
Daegu,> 102,2021,8,4944
Gyeonggi,> 102,2019,2,4945
Gwangju,> 102,2021,12,4951
Gwangju,> 102,2022,1,4951
Gyeonggi,> 102,2022,7,4955
Kyungnam,> 102,2023,8,4956
Incheon,> 102,2020,2,4958
Kangwon,> 102,2023,10,4969
Incheon,> 102,2020,3,4972
Incheon,> 102,2020,4,4972
Gwangju,> 102,2022,2,4973
Gwangju,> 102,2022,3,4973
Gwangju,> 102,2022,4,4973
Gwangju,> 102,2022,5,4973
Gwangju,> 102,2022,6,4973
Gwangju,> 102,2022,7,4973
Daegu,> 102,2021,6,4977
Daegu,> 102,2021,4,4980
Gyeonggi,> 102,2021,4,4985
Incheon,> 102,2017,8,4986
Incheon,> 102,2017,9,4986
Gwangju,> 102,2021,11,4987
Daegu,> 102,2021,5,4995
Incheon,> 102,2020,5,5008
Kangwon,> 102,2024,6,5008
Daegu,> 102,2021,9,5010
Incheon,> 102,2020,6,5012
Daegu,> 102,2016,11,5014
Daegu,> 102,2016,12,5014
Daegu,> 102,2017,1,5014
Daegu,> 102,2017,2,5014
Daegu,> 102,2017,3,5014
Daegu,> 102,2021,10,5023
Gyeonggi,> 102,2021,3,5040
Gyeonggi,> 102,2022,8,5054
Gyeonggi,> 102,2021,8,5104
Gyeonggi,> 102,2022,11,5111
Daegu,> 102,2020,4,5112
Gyeonggi,> 102,2021,2,5114
Daegu,> 102,2020,1,5117
Daegu,> 102,2020,2,5117
Daegu,> 102,2020,3,5117
Gyeonggi,> 102,2021,1,5118
Kangwon,> 102,2023,11,5122
Gyeonggi,> 102,2022,9,5128
Gyeonggi,> 102,2022,10,5128
Gyeonggi,> 102,2019,3,5130
Daegu,> 102,2019,12,5130
Daegu,> 102,2022,1,5131
Daejeon,> 102,2022,12,5131
Daejeon,> 102,2023,1,5131
Daejeon,> 102,2023,2,5131
Daejeon,> 102,2023,3,5131
Gyeonggi,> 102,2020,2,5133
Daegu,> 102,2021,12,5144
Gyeonggi,> 102,2020,3,5145
Daegu,> 102,2019,11,5158
Daegu,> 102,2021,11,5158
Kangwon,> 102,2024,5,5162
Ulsan,> 102,2023,5,5165
Gyeonggi,> 102,2019,12,5180
Gyeonggi,> 102,2020,4,5180
Incheon,> 102,2019,10,5185
Incheon,> 102,2019,8,5188
Incheon,> 102,2019,9,5188
Gyeonggi,> 102,2021,9,5194
Gyeonggi,> 102,2020,1,5204
Incheon,> 102,2021,4,5204
Gyeonggi,> 102,2021,7,5233
Gyeonggi,> 102,2021,6,5234
Gyeonggi,> 102,2021,5,5244
Gyeonggi,> 102,2020,11,5272
Ulsan,> 102,2023,6,5272
Ulsan,> 102,2023,7,5272
Ulsan,> 102,2023,8,5272
Ulsan,> 102,2023,9,5272
Gyeonggi,> 102,2019,10,5292
Kangwon,> 102,2023,12,5296
Kangwon,> 102,2024,1,5296
Kangwon,> 102,2024,2,5296
Kangwon,> 102,2024,3,5296
Incheon,> 102,2021,6,5308
Incheon,> 102,2021,7,5312
Incheon,> 102,2021,8,5312
Incheon,> 102,2021,9,5312
Ulsan,> 102,2023,3,5316
Ulsan,> 102,2023,4,5316
Incheon,> 102,2021,10,5317
Incheon,> 102,2021,5,5321
Gyeonggi,> 102,2019,4,5332
Ulsan,> 102,2022,12,5337
Ulsan,> 102,2023,1,5337
Ulsan,> 102,2023,2,5337
Kangwon,> 102,2024,4,5337
Gyeonggi,> 102,2019,11,5342
Daegu,> 102,2022,2,5346
Gyeonggi,> 102,2019,8,5371
Gyeonggi,> 102,2019,9,5371
Daegu,> 102,2022,3,5374
Gyeonggi,> 102,2020,12,5380
Incheon,> 102,2021,11,5385
Gyeonggi,> 102,2022,12,5402
Busan,> 102,2021,12,5427
Busan,> 102,2022,1,5427
Busan,> 102,2022,2,5427
Busan,> 102,2022,3,5427
Busan,> 102,2022,4,5427
Incheon,> 102,2023,1,5458
Incheon,> 102,2022,12,5490
Gwangju,> 102,2024,5,5493
Daejeon,> 102,2024,6,5493
Gwangju,> 102,2022,8,5523
Gwangju,> 102,2022,9,5523
Gwangju,> 102,2022,10,5523
Gwangju,> 102,2022,11,5523
Gyeonggi,> 102,2019,7,5529
Incheon,> 102,2022,11,5533
Incheon,> 102,2022,10,5545
Incheon,> 102,2022,2,5584
Gwangju,> 102,2024,3,5592
Gwangju,> 102,2024,4,5592
Daegu,> 102,2024,5,5593
Gwangju,> 102,2024,6,5593
Incheon,> 102,2022,3,5607
Incheon,> 102,2022,1,5627
Incheon,> 102,2022,4,5631
Incheon,> 102,2021,12,5635
Incheon,> 102,2022,5,5659
Incheon,> 102,2022,6,5659
Incheon,> 102,2022,7,5659
Incheon,> 102,2022,8,5659
Incheon,> 102,2022,9,5659
Gyeonggi,> 102,2019,6,5669
Gyeonggi,> 102,2019,5,5670
Daejeon,> 102,2023,4,5721
Daejeon,> 102,2023,5,5721
Daejeon,> 102,2023,6,5721
Daegu,> 102,2022,6,5723
Daegu,> 102,2023,3,5723
Daegu,> 102,2023,4,5723
Gwangju,> 102,2023,2,5724
Gwangju,> 102,2023,3,5724
Gwangju,> 102,2023,4,5724
Daegu,> 102,2023,6,5769
Daegu,> 102,2022,11,5789
Daegu,> 102,2022,7,5800
Daegu,> 102,2022,8,5800
Daegu,> 102,2022,9,5800
Daegu,> 102,2022,10,5800
Ulsan,> 102,2022,6,5821
Ulsan,> 102,2022,7,5821
Ulsan,> 102,2022,8,5821
Ulsan,> 102,2022,9,5821
Incheon,> 102,2024,4,5824
Incheon,> 102,2024,5,5824
Gyeonggi,> 102,2024,6,5824
Gwangju,> 102,2023,9,5827
Gwangju,> 102,2023,10,5827
Gwangju,> 102,2023,11,5827
Gwangju,> 102,2023,12,5827
Seoul,> 102,2015,10,5879
Ulsan,> 102,2023,10,5882
Ulsan,> 102,2023,11,5882
Gyeonggi,> 102,2023,9,5900
Gwangju,> 102,2024,2,5924
Gyeonggi,> 102,2023,10,5976
Ulsan,> 102,2022,10,5985
Ulsan,> 102,2022,11,5985
Gyeonggi,> 102,2023,1,6020
Incheon,> 102,2024,2,6023
Incheon,> 102,2024,3,6023
Incheon,> 102,2021,2,6053
Incheon,> 102,2021,3,6053
Busan,> 102,2022,5,6086
Busan,> 102,2022,6,6086
Busan,> 102,2022,7,6086
Busan,> 102,2022,8,6086
Busan,> 102,2022,9,6086
Gwangju,> 102,2024,1,6145
Gyeonggi,> 102,2023,2,6198
Seoul,> 102,2017,8,6254
Jeju,> 102,2022,3,6258
Jeju,> 102,2022,4,6258
Jeju,> 102,2022,5,6258
Jeju,> 102,2022,6,6258
Jeju,> 102,2022,7,6258
Seoul,> 102,2024,6,6297
Seoul,> 102,2016,11,6350
Seoul,> 102,2016,4,6353
Seoul,> 102,2016,5,6353
Seoul,> 102,2016,6,6365
Seoul,> 102,2016,3,6371
Daegu,> 102,2022,12,6371
Seoul,> 102,2016,7,6373
Daegu,> 102,2023,1,6403
Daegu,> 102,2023,2,6403
Seoul,> 102,2016,2,6458
Daegu,> 102,2023,7,6471
Daegu,> 102,2023,8,6471
Daegu,> 102,2023,9,6471
Daegu,> 102,2023,10,6471
Daegu,> 102,2023,11,6471
Seoul,> 102,2018,8,6477
Jeju,> 102,2021,12,6493
Jeju,> 102,2022,1,6493
Jeju,> 102,2022,2,6493
Gyeonggi,> 102,2023,11,6498
Gyeonggi,> 102,2023,3,6524
Daegu,> 102,2023,5,6527
Seoul,> 102,2018,9,6538
Seoul,> 102,2015,11,6551
Seoul,> 102,2015,12,6551
Seoul,> 102,2016,1,6551
Seoul,> 102,2017,10,6559
Seoul,> 102,2016,9,6571
Seoul,> 102,2016,8,6603
Gyeonggi,> 102,2024,2,6614
Jeju,> 102,2023,3,6639
Jeju,> 102,2023,4,6639
Jeju,> 102,2023,5,6639
Seoul,> 102,2017,5,6675
Seoul,> 102,2017,9,6689
Gyeonggi,> 102,2023,12,6693
Gyeonggi,> 102,2023,6,6703
Gyeonggi,> 102,2023,5,6706
Seoul,> 102,2017,3,6709
Seoul,> 102,2017,4,6712
Seoul,> 102,2017,7,6734
Gyeonggi,> 102,2024,1,6768
Seoul,> 102,2016,12,6771
Seoul,> 102,2017,1,6771
Gwangju,> 102,2023,1,6814
Jeju,> 102,2021,10,6815
Jeju,> 102,2021,11,6815
Jeju,> 102,2022,8,6837
Jeju,> 102,2022,9,6837
Gyeonggi,> 102,2023,4,6844
Gyeonggi,> 102,2023,7,6870
Jeju,> 102,2022,10,6874
Jeju,> 102,2022,11,6874
Gyeonggi,> 102,2023,8,6875
Seoul,> 102,2017,11,6880
Seoul,> 102,2017,2,6893
Seoul,> 102,2018,6,6905
Seoul,> 102,2018,2,6909
Seoul,> 102,2018,7,6914
Seoul,> 102,2017,12,6916
Seoul,> 102,2018,1,6916
Gyeonggi,> 102,2024,3,6917
Daejeon,> 102,2023,7,6930
Daejeon,> 102,2023,8,6930
Daejeon,> 102,2023,9,6930
Seoul,> 102,2017,6,6949
Jeju,> 102,2022,12,6949
Jeju,> 102,2023,1,6949
Jeju,> 102,2023,2,6949
Gyeonggi,> 102,2024,4,6953
Gyeonggi,> 102,2024,5,6963
Busan,> 102,2022,10,7009
Busan,> 102,2022,11,7009
Busan,> 102,2024,4,7010
Busan,> 102,2024,5,7138
Seoul,> 102,2019,3,7206
Seoul,> 102,2016,10,7241
Seoul,> 102,2018,3,7242
Seoul,> 102,2018,4,7242
Seoul,> 102,2018,5,7252
Seoul,> 102,2019,2,7328
Seoul,> 102,2018,11,7351
Gwangju,> 102,2023,7,7357
Gwangju,> 102,2023,8,7357
Seoul,> 102,2018,10,7373
Daejeon,> 102,2023,10,7464
Daejeon,> 102,2023,11,7464
Jeju,> 102,2023,6,7506
Jeju,> 102,2023,7,7506
Seoul,> 102,2018,12,7545
Daegu,> 102,2024,6,7559
Gwangju,> 102,2023,5,7561
Gwangju,> 102,2023,6,7561
Seoul,> 102,2019,4,7683
Jeju,> 102,2021,3,7727
Jeju,> 102,2021,4,7727
Jeju,> 102,2021,5,7727
Jeju,> 102,2021,6,7727
Jeju,> 102,2021,7,7727
Jeju,> 102,2021,8,7727
Jeju,> 102,2021,9,7727
Busan,> 102,2023,8,7727
Busan,> 102,2023,9,7727
Busan,> 102,2023,10,7727
Jeju,> 102,2024,6,7746
Busan,> 102,2023,11,7757
Busan,> 102,2023,12,7757
Busan,> 102,2024,1,7757
Busan,> 102,2024,2,7758
Busan,> 102,2024,3,7758
Seoul,> 102,2019,1,7787
Seoul,> 102,2019,5,7831
Jeju,> 102,2024,2,7880
Jeju,> 102,2024,3,7880
Jeju,> 102,2024,4,7880
